loan_grade_encoded,person_home_ownership_RENT,loan_percent_income,person_home_ownership_OWN,risk_group_GradeA_NoDefault,loan_intent_VENTURE,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_DEBTCONSOLIDATION,person_income_log,loan_amnt_quartile_Q1,person_emp_length_group_0-1,person_home_ownership_MORTGAGE,person_age,risk_group_GradeB_NoDefault,loan_intent_EDUCATION,person_age_group_35-40,age_income_interaction_20-25_medium,stability_score,age_income_interaction_40+_medium,age_income_interaction_25-30_medium,loan_percent_income_tier_medium,loan_amnt_quartile_Q3,loan_amnt_quartile_Q2,person_emp_length_group_>10,age_income_interaction_30-35_medium,age_income_interaction_25-30_low,cb_person_cred_hist_length_group_5-10,person_age_group_25-30,risk_group_GradeC_Default
0.0,1.0,-0.2215282226531153,0.0,1.0,0.0,0.0,0.0,0.0,0.2666892216309638,0.0,0.0,0.0,-1.0345973116419525,0.0,1.0,0.0,1.0,-0.2315763922548989,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.3082769497364783,0.0,1.0,0.0,0.0,0.0,1.0,-0.84912360468723,1.0,0.0,1.0,-0.6528900606662432,0.0,0.0,0.0,0.0,-0.3624200020594122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.2156403000003989,1.0,1.0,0.0,0.0,0.0,0.0,1.1813849653540387,0.0,0.0,0.0,-0.8437436861540979,0.0,1.0,0.0,0.0,-0.2054076702939963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,0.265809688685637,0.0,0.0,0.0,0.0,0.0,0.0,0.6110646772372247,0.0,0.0,0.0,-0.271182809690534,0.0,0.0,0.0,0.0,-0.4409261679421202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,0.0,-1.334154639723734,0.0,0.0,0.0,0.0,0.0,1.0,-0.764890971265629,1.0,0.0,1.0,-1.225450937129807,0.0,0.0,0.0,0.0,-0.4932636118639255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2946463299017348,0.0,1.0,0.0,0.0,0.0,1.0,0.1581831409348406,0.0,0.0,1.0,-0.271182809690534,0.0,0.0,0.0,0.0,0.1871231591195434,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.6919485074356733,0.0,1.0,0.0,0.0,0.0,0.0,-1.9114410939808388,0.0,1.0,0.0,-0.0803291842026793,0.0,0.0,0.0,0.0,-0.5194323338248281,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
0.0,1.0,0.4190777619624862,0.0,1.0,1.0,0.0,0.0,0.0,-0.5956383125674451,0.0,1.0,0.0,-1.0345973116419525,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,-0.5109544003752503,0.0,0.0,0.0,1.0,0.0,0.0,1.7859230946814435,0.0,0.0,1.0,0.4922316922608845,0.0,0.0,0.0,0.0,1.809583920695508,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,-0.3917747383295371,0.0,1.0,0.0,0.0,0.0,0.0,0.6721262228946672,0.0,0.0,1.0,1.4464998197001575,0.0,0.0,1.0,0.0,0.4226416567676673,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,-0.4432328198263729,0.0,0.0,1.0,0.0,0.0,0.0,1.179094394830572,0.0,0.0,0.0,-0.0803291842026793,1.0,0.0,0.0,0.0,0.8936786520639151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,2.147379324623328,0.0,1.0,0.0,0.0,0.0,1.0,-1.141749685851874,0.0,0.0,0.0,0.1105244412851752,0.0,0.0,0.0,0.0,-0.0222266165676777,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3.0,0.0,-0.0324604841380945,0.0,0.0,0.0,0.0,0.0,1.0,0.5201775269118895,0.0,0.0,1.0,0.3013780667730298,0.0,0.0,0.0,0.0,2.0712711403045345,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,-1.2754881846103807,0.0,0.0,1.0,0.0,0.0,0.0,0.9437814142919668,1.0,1.0,0.0,0.8739389432365937,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,-0.5082191725582458,1.0,0.0,1.0,0.0,0.0,0.0,-0.4495412490519432,1.0,0.0,0.0,-0.0803291842026793,1.0,0.0,0.0,0.0,-0.3362512800985096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,2.0036536229467496,0.0,0.0,0.0,0.0,0.0,0.0,-1.0672966702621514,0.0,0.0,0.0,-1.0345973116419525,1.0,1.0,0.0,0.0,-0.4409261679421202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-0.8027798150537848,0.0,0.0,0.0,0.0,0.0,0.0,-0.693009497546927,1.0,0.0,0.0,-0.0803291842026793,1.0,1.0,0.0,0.0,0.6843288763766939,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1.0,0.0,0.2423092396553622,0.0,0.0,0.0,0.0,0.0,1.0,1.1813849653540387,0.0,0.0,1.0,-0.271182809690534,1.0,0.0,0.0,0.0,-0.4409261679421202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,-0.7081520690641413,0.0,1.0,0.0,0.0,0.0,0.0,1.2544075202024478,0.0,0.0,1.0,-0.8437436861540979,0.0,1.0,0.0,0.0,-0.2054076702939963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.6394376705970852,0.0,1.0,0.0,0.0,0.0,0.0,0.1421633110604185,0.0,0.0,1.0,-0.271182809690534,0.0,0.0,0.0,0.0,0.1871231591195434,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1.0,-0.8708604105847946,0.0,0.0,0.0,0.0,1.0,0.0,0.3260172046879021,1.0,0.0,0.0,-0.0803291842026793,0.0,0.0,0.0,0.0,1.443221813242871,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,-0.5618501519801533,0.0,0.0,0.0,0.0,1.0,0.0,0.8128088810970202,0.0,0.0,1.0,1.255646194212303,1.0,0.0,0.0,0.0,1.9011744475586676,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,0.60981374522911,0.0,0.0,0.0,0.0,0.0,0.0,0.1740689143279551,0.0,0.0,1.0,0.3013780667730298,0.0,0.0,0.0,0.0,-0.2315763922548989,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,-0.8022273507954177,0.0,0.0,1.0,0.0,0.0,0.0,-1.786557623777487,1.0,1.0,0.0,0.8739389432365937,0.0,0.0,0.0,0.0,-0.5456010557857308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0210080140376838,0.0,1.0,0.0,0.0,0.0,0.0,-1.2058433962294492,1.0,0.0,0.0,-0.6528900606662432,0.0,1.0,0.0,0.0,-0.4409261679421202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.7627481571112632,0.0,0.0,0.0,1.0,0.0,0.0,1.7859230946814435,0.0,0.0,1.0,-0.271182809690534,1.0,0.0,0.0,0.0,-0.3362512800985096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,0.0,2.382522394373101,0.0,0.0,0.0,0.0,0.0,0.0,0.1357173341222632,0.0,0.0,1.0,-1.225450937129807,0.0,1.0,0.0,1.0,-0.4932636118639255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.5514699624146229,0.0,1.0,1.0,0.0,0.0,0.0,-0.3720477319518512,1.0,1.0,1.0,-0.6528900606662432,0.0,0.0,0.0,1.0,-0.754950831472952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.4125191834190672,0.0,0.0,0.0,0.0,0.0,0.0,0.466591035342232,0.0,0.0,1.0,-0.8437436861540979,0.0,0.0,0.0,1.0,-0.0222266165676777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,1.0,-0.830437556988257,0.0,0.0,0.0,0.0,0.0,1.0,-1.0192356086506622,1.0,1.0,0.0,0.8739389432365937,0.0,0.0,0.0,0.0,-0.5194323338248281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,-0.9596796644298708,0.0,0.0,0.0,0.0,0.0,1.0,1.7859230946814435,0.0,0.0,1.0,1.255646194212303,0.0,0.0,0.0,0.0,-0.2315763922548989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,-1.2913345378301009,0.0,0.0,0.0,0.0,0.0,0.0,1.0263313753891,1.0,1.0,0.0,2.209914321651576,1.0,1.0,1.0,0.0,-0.3362512800985096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.935536976339254,0.0,1.0,0.0,0.0,1.0,0.0,0.3042813565429911,1.0,0.0,1.0,-0.271182809690534,0.0,0.0,0.0,0.0,-0.5979384997075361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,1.0,-1.042096109847904,0.0,0.0,0.0,0.0,0.0,0.0,1.6124203769552483,0.0,1.0,0.0,2.496194759883358,0.0,1.0,0.0,0.0,-0.754950831472952,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,-0.0802529562895677,1.0,0.0,1.0,0.0,0.0,0.0,-0.0977306858960455,0.0,0.0,0.0,-1.0345973116419525,0.0,0.0,0.0,1.0,-0.1269015044112883,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,-1.255839968647055,0.0,1.0,0.0,0.0,0.0,0.0,1.7859230946814435,0.0,1.0,0.0,2.496194759883358,0.0,0.0,0.0,0.0,-0.3885887240203148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.9259693698511728,0.0,0.0,1.0,0.0,0.0,0.0,-1.190979193771272,0.0,1.0,1.0,-0.6528900606662432,1.0,0.0,0.0,0.0,-0.7026133875511467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,-0.9802169227300164,0.0,0.0,0.0,1.0,0.0,0.0,0.0157824693662324,1.0,1.0,0.0,-0.4620364351783886,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,0.0,0.9965790696766158,0.0,0.0,0.0,0.0,1.0,0.0,0.1031549911340397,0.0,0.0,1.0,-0.0803291842026793,0.0,0.0,0.0,0.0,1.5478967010864817,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,-0.4684284458903782,0.0,0.0,1.0,0.0,0.0,0.0,-0.1720386436410867,0.0,0.0,0.0,-0.0803291842026793,1.0,0.0,0.0,0.0,-0.0483953385285804,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,-0.6277948856905832,0.0,0.0,0.0,0.0,0.0,0.0,-0.4805531036671435,1.0,0.0,0.0,0.8739389432365937,0.0,0.0,0.0,0.0,-0.3624200020594122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,1.5245679506914926,0.0,0.0,0.0,0.0,0.0,0.0,-0.6436996783876621,0.0,0.0,0.0,-0.6528900606662432,1.0,1.0,0.0,0.0,-0.3362512800985096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.7486935641597038,0.0,1.0,0.0,0.0,0.0,1.0,0.6721262228946672,0.0,0.0,1.0,2.496194759883358,0.0,0.0,0.0,0.0,0.8151724861812072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,-1.1410647297367595,0.0,0.0,0.0,0.0,0.0,0.0,-0.1720386436410867,1.0,1.0,0.0,0.6830853177487392,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3.0,1.0,-0.4501998203118856,0.0,0.0,0.0,0.0,0.0,0.0,-0.5487637399522284,1.0,1.0,0.0,0.6830853177487392,0.0,1.0,0.0,0.0,-0.5194323338248281,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,0.3041943125818165,0.0,0.0,0.0,0.0,0.0,0.0,-0.7436343639837943,0.0,0.0,0.0,0.6830853177487392,0.0,0.0,0.0,0.0,0.0301108273541275,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,-0.2815850337108276,0.0,0.0,0.0,0.0,0.0,0.0,0.2054471367536511,0.0,0.0,1.0,2.496194759883358,1.0,0.0,0.0,0.0,4.557299726590287,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.3155565631980193,0.0,1.0,0.0,1.0,0.0,0.0,1.3247249306374431,0.0,0.0,1.0,1.6373534451880123,0.0,0.0,1.0,0.0,2.7778266332489063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.3505384716961929,0.0,0.0,0.0,0.0,1.0,0.0,-1.6969894977346738,1.0,0.0,0.0,-0.6528900606662432,1.0,0.0,0.0,0.0,-0.3362512800985096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.5886135591029369,0.0,1.0,0.0,0.0,1.0,0.0,0.0432327250702979,0.0,0.0,1.0,-1.0345973116419525,0.0,0.0,0.0,1.0,-0.1269015044112883,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-0.4684284458903782,0.0,0.0,0.0,0.0,1.0,0.0,-1.488154667715869,1.0,0.0,0.0,2.0190606961637214,1.0,0.0,1.0,0.0,-0.074564060489483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.2789452028278235,0.0,0.0,0.0,0.0,0.0,0.0,-0.1720386436410867,0.0,0.0,1.0,-0.8437436861540979,1.0,0.0,0.0,1.0,-0.5194323338248281,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,-1.2002318102602845,0.0,0.0,0.0,1.0,0.0,0.0,1.4899033336696788,1.0,0.0,1.0,0.1105244412851752,0.0,0.0,0.0,0.0,0.6843288763766939,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,-0.001319915441502,1.0,0.0,0.0,0.0,0.0,0.0,-1.141749685851874,0.0,0.0,0.0,-1.0345973116419525,1.0,1.0,0.0,0.0,-0.4409261679421202,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9583757925716428,0.0,1.0,0.0,0.0,1.0,0.0,0.3550000826304205,0.0,0.0,1.0,-1.225450937129807,0.0,0.0,0.0,1.0,-0.3624200020594122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.9017565767596576,0.0,0.0,0.0,0.0,0.0,1.0,-0.3720477319518512,0.0,1.0,1.0,1.255646194212303,1.0,0.0,0.0,0.0,-0.6241072216684388,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4.0,0.0,-0.8109747015528875,0.0,0.0,0.0,0.0,0.0,0.0,0.1740689143279551,1.0,0.0,1.0,-0.0803291842026793,0.0,0.0,0.0,0.0,-0.2839138361767043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.5868490880846764,0.0,1.0,0.0,0.0,0.0,0.0,-1.487850916266887,0.0,0.0,0.0,-0.8437436861540979,0.0,1.0,0.0,0.0,-0.5979384997075361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-0.7628213135365225,0.0,0.0,0.0,0.0,1.0,0.0,-0.3634614236019129,1.0,0.0,0.0,0.3013780667730298,1.0,0.0,0.0,0.0,0.7104975983375965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.4865489941384349,1.0,1.0,0.0,1.0,0.0,0.0,-0.3720477319518512,0.0,0.0,0.0,-0.6528900606662432,0.0,0.0,0.0,1.0,-0.1269015044112883,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.5337316739817553,0.0,0.0,0.0,0.0,0.0,1.0,0.9011200845061204,0.0,0.0,1.0,1.0647925687244484,0.0,0.0,0.0,0.0,3.0395138528579326,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,-1.0704794406911522,0.0,1.0,0.0,0.0,1.0,0.0,-0.0259408770558241,1.0,0.0,0.0,-1.0345973116419525,0.0,0.0,0.0,1.0,-0.5456010557857308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.2789452028278235,1.0,0.0,0.0,1.0,0.0,0.0,-0.84912360468723,0.0,1.0,0.0,-0.6528900606662432,0.0,0.0,0.0,0.0,-0.6502759436293414,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,-0.4684284458903782,0.0,1.0,1.0,0.0,0.0,0.0,-1.4727249797891604,1.0,0.0,0.0,1.255646194212303,0.0,0.0,0.0,0.0,0.0824482712759328,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,1.0,3.106012995476188,0.0,0.0,0.0,0.0,0.0,0.0,-1.9213378803377656,0.0,1.0,0.0,1.8282070706758669,0.0,1.0,1.0,0.0,-0.754950831472952,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,1.1736493859650372,0.0,0.0,0.0,0.0,1.0,0.0,-1.3383842019408818,0.0,0.0,0.0,-0.4620364351783886,0.0,0.0,0.0,0.0,-0.2839138361767043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0129417172205729,1.0,0.0,0.0,0.0,0.0,0.0,-1.8199088413493123,1.0,0.0,0.0,1.0647925687244484,1.0,0.0,0.0,0.0,-0.4932636118639255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,-0.842115270249479,0.0,0.0,0.0,1.0,0.0,0.0,-0.1720386436410867,1.0,1.0,0.0,0.1105244412851752,1.0,0.0,0.0,0.0,-0.4932636118639255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.6526320271869241,1.0,1.0,1.0,0.0,0.0,0.0,-0.3720477319518512,0.0,0.0,0.0,1.8282070706758669,0.0,0.0,1.0,0.0,1.0768597057902336,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.5245679506914926,0.0,0.0,0.0,0.0,0.0,1.0,-0.3720477319518512,0.0,0.0,0.0,2.496194759883358,0.0,0.0,0.0,0.0,-0.1269015044112883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,-0.4004853869159968,0.0,0.0,0.0,1.0,0.0,0.0,0.0088919494176913,0.0,0.0,0.0,1.8282070706758669,0.0,0.0,1.0,0.0,0.2656293250022514,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.026318851546025,0.0,1.0,1.0,0.0,0.0,0.0,-0.1720386436410867,0.0,1.0,0.0,-0.0803291842026793,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,1.2131622637255752,0.0,0.0,0.0,0.0,0.0,1.0,-1.413398387403854,0.0,0.0,1.0,-0.8437436861540979,1.0,0.0,0.0,0.0,-0.5194323338248281,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,-1.1648448003777938,0.0,1.0,0.0,0.0,0.0,0.0,0.0088919494176913,1.0,0.0,0.0,-0.4620364351783886,0.0,0.0,0.0,0.0,-0.5456010557857308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,3.0815963855210797,0.0,0.0,1.0,0.0,0.0,0.0,-0.1720386436410867,0.0,1.0,0.0,-0.8437436861540979,1.0,0.0,0.0,1.0,-0.6502759436293414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.935536976339254,0.0,1.0,0.0,0.0,1.0,0.0,1.6419696592186694,0.0,1.0,1.0,-0.8437436861540979,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,0.8266978904212385,0.0,0.0,0.0,0.0,0.0,0.0,-1.1562319222486412,0.0,0.0,0.0,-0.8437436861540979,0.0,0.0,0.0,0.0,-0.4409261679421202,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,-0.6552718580699285,0.0,0.0,0.0,0.0,0.0,0.0,1.129979429505102,0.0,1.0,0.0,-0.4620364351783886,0.0,0.0,0.0,0.0,-0.6764446655902441,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,-0.7163888620538941,0.0,0.0,1.0,0.0,0.0,0.0,-0.0435999373824274,1.0,0.0,0.0,0.1105244412851752,1.0,0.0,0.0,0.0,-0.2315763922548989,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,-1.2045568892459215,0.0,0.0,0.0,1.0,0.0,0.0,-0.0259408770558241,1.0,0.0,0.0,1.6373534451880123,0.0,0.0,1.0,0.0,-0.0222266165676777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.0324604841380945,1.0,1.0,0.0,0.0,0.0,0.0,-1.141749685851874,1.0,1.0,0.0,-0.8437436861540979,0.0,0.0,0.0,0.0,-0.7026133875511467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.6086688713799709,0.0,1.0,0.0,0.0,0.0,0.0,-0.9041510976426324,0.0,1.0,0.0,1.255646194212303,0.0,0.0,0.0,0.0,-0.754950831472952,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.7641107868191217,0.0,1.0,0.0,0.0,1.0,0.0,-1.0672966702621514,0.0,0.0,1.0,-0.4620364351783886,0.0,0.0,0.0,0.0,-0.5979384997075361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4.0,1.0,-1.028958682429029,0.0,0.0,0.0,0.0,1.0,0.0,-0.8731394239628415,1.0,1.0,0.0,-1.0345973116419525,0.0,0.0,0.0,0.0,-0.6764446655902441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.4957713842581174,0.0,0.0,0.0,0.0,0.0,0.0,0.7670633485092039,0.0,0.0,1.0,-0.8437436861540979,1.0,0.0,0.0,0.0,-0.4932636118639255,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.739219188662298,0.0,1.0,0.0,1.0,0.0,0.0,-2.403147648042508,0.0,0.0,0.0,-0.271182809690534,0.0,0.0,0.0,0.0,-0.4409261679421202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,-0.9949871529418388,0.0,0.0,0.0,0.0,1.0,0.0,0.0088919494176913,1.0,0.0,0.0,-1.0345973116419525,1.0,0.0,0.0,1.0,-0.2054076702939963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.309223800698355,0.0,1.0,0.0,0.0,0.0,0.0,0.1740689143279551,1.0,0.0,1.0,-0.4620364351783886,0.0,0.0,0.0,0.0,0.1871231591195434,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.1855234967380482,0.0,0.0,0.0,0.0,1.0,0.0,-0.5485785466136215,0.0,0.0,0.0,-0.0803291842026793,1.0,0.0,0.0,0.0,1.260040759516552,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4.0,1.0,3.1140344779133624,0.0,0.0,0.0,0.0,0.0,0.0,-1.2192423241265238,0.0,0.0,0.0,0.8739389432365937,0.0,0.0,0.0,0.0,0.2917980469631541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,0.398037804072384,0.0,0.0,0.0,0.0,0.0,0.0,-0.2893371152554706,0.0,0.0,0.0,-0.271182809690534,0.0,0.0,0.0,0.0,-0.4932636118639255,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,-0.6008994365361972,0.0,1.0,0.0,0.0,1.0,0.0,-2.4424111141454343,1.0,0.0,0.0,-0.6528900606662432,0.0,0.0,0.0,0.0,-0.4409261679421202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,-0.4684284458903782,0.0,1.0,0.0,0.0,0.0,0.0,-1.141749685851874,1.0,0.0,0.0,-0.8437436861540979,0.0,0.0,0.0,0.0,-0.5979384997075361,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.7486935641597038,0.0,0.0,1.0,0.0,0.0,0.0,0.4666995152127853,0.0,0.0,1.0,-0.4620364351783886,1.0,0.0,0.0,0.0,-0.3362512800985096,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.7460537332766994,0.0,0.0,0.0,0.0,0.0,0.0,0.1740689143279551,0.0,0.0,0.0,0.6830853177487392,1.0,1.0,0.0,0.0,1.5478967010864817,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,-0.8109747015528875,0.0,1.0,0.0,0.0,0.0,0.0,0.1740689143279551,1.0,0.0,1.0,0.3013780667730298,0.0,1.0,0.0,0.0,0.2917980469631541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
