person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22.0,24000,RENT,0.0,DEBTCONSOLIDATION,A,2450,7.9,0,0.1020833333333333,N,2
21.0,10800,RENT,4.0,PERSONAL,B,2500,8.88,1,0.2314814814814814,N,2
21.0,12000,RENT,4.0,MEDICAL,B,2500,11.99,1,0.2083333333333333,N,4
21.0,12540,RENT,4.0,HOMEIMPROVEMENT,A,2500,7.88,1,0.2,N,2
24.0,12600,RENT,2.0,VENTURE,C,2500,13.11,1,0.1984126984126984,Y,2
23.0,95000,RENT,2.0,VENTURE,B,13600,11.11,0,0.1431578947368421,N,2
24.0,31000,RENT,8.0,VENTURE,C,13500,13.43,1,0.4354838709677419,N,4
21.0,38000,RENT,5.0,EDUCATION,B,13500,9.91,1,0.3552631578947368,N,3
22.0,43000,RENT,6.0,PERSONAL,B,13500,10.95,1,0.313953488372093,N,3
23.0,45312,RENT,3.0,EDUCATION,A,13500,7.88,0,0.2979343220338983,N,3
26.0,30200,OWN,3.0,VENTURE,B,9200,10.99,0,0.304635761589404,N,2
25.0,30200,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,10.2,0,0.4966887417218543,N,2
23.0,51000,RENT,6.0,DEBTCONSOLIDATION,C,13500,12.23,0,0.2647058823529412,Y,2
23.0,30280,MORTGAGE,5.0,EDUCATION,A,5800,7.29,0,0.1915455746367239,N,2
22.0,30288,MORTGAGE,2.0,EDUCATION,C,6000,12.73,0,0.1980982567353407,N,2
22.0,30288,OWN,0.0,EDUCATION,F,5000,19.47,1,0.1650818806127839,Y,3
24.0,30300,MORTGAGE,0.0,MEDICAL,A,5000,7.74,0,0.165016501650165,N,2
25.0,53000,RENT,10.0,DEBTCONSOLIDATION,A,13500,6.99,0,0.2547169811320754,N,3
24.0,57000,RENT,0.0,PERSONAL,A,13500,6.92,0,0.2368421052631578,N,2
24.0,57772,RENT,6.0,VENTURE,C,13500,13.99,0,0.2336772138752336,N,2
25.0,60000,RENT,9.0,DEBTCONSOLIDATION,A,13500,7.49,0,0.225,N,2
22.0,68000,RENT,6.0,DEBTCONSOLIDATION,B,13500,10.62,0,0.1985294117647058,N,4
24.0,68000,RENT,3.0,EDUCATION,B,13500,12.21,0,0.1985294117647058,N,2
26.0,71000,RENT,5.0,MEDICAL,B,13500,12.69,0,0.19,N,3
26.0,77508,RENT,10.0,VENTURE,C,13500,12.87,0,0.1741755689735253,Y,2
25.0,30576,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,6.03,0,0.3270538984824699,N,4
26.0,100000,RENT,0.0,PERSONAL,A,13500,7.14,0,0.135,N,3
26.0,140250,RENT,0.0,VENTURE,A,13500,5.99,0,0.0729729729729729,N,3
23.0,35000,RENT,6.0,DEBTCONSOLIDATION,B,13475,10.65,1,0.385,N,3
23.0,30652,MORTGAGE,4.0,DEBTCONSOLIDATION,D,6000,14.54,1,0.1957457914654835,Y,2
23.0,29000,RENT,1.0,VENTURE,C,13475,14.26,1,0.4646551724137931,Y,4
23.0,29000,RENT,4.0,MEDICAL,D,13450,12.61,1,0.4637931034482758,N,3
24.0,35000,RENT,8.0,MEDICAL,B,13400,10.99,1,0.3828571428571428,N,3
26.0,38000,RENT,3.0,EDUCATION,B,13400,9.99,1,0.3526315789473684,N,2
25.0,30720,MORTGAGE,3.0,VENTURE,B,2000,11.12,0,0.0651041666666666,N,2
22.0,50000,RENT,0.0,DEBTCONSOLIDATION,D,13350,14.59,1,0.267,N,2
24.0,33000,RENT,2.0,DEBTCONSOLIDATION,A,13300,7.66,1,0.403030303030303,N,4
24.0,39875,RENT,7.0,PERSONAL,D,13300,16.0,1,0.3335423197492163,Y,4
23.0,54000,RENT,5.0,VENTURE,D,13275,17.58,0,0.2458333333333333,Y,2
25.0,24000,RENT,3.0,VENTURE,B,13250,10.37,1,0.5520833333333334,N,2
23.0,30873,MORTGAGE,8.0,EDUCATION,B,4200,10.99,0,0.1360412010494606,N,4
22.0,30000,RENT,4.0,DEBTCONSOLIDATION,E,13250,16.4,1,0.4416666666666666,Y,3
22.0,33300,RENT,0.0,DEBTCONSOLIDATION,B,13250,10.99,1,0.3978978978978979,N,4
26.0,37500,RENT,6.0,DEBTCONSOLIDATION,C,13250,13.49,1,0.3533333333333333,Y,3
23.0,38400,RENT,1.0,VENTURE,B,13250,10.99,1,0.3450520833333333,N,4
26.0,40000,RENT,3.0,PERSONAL,B,13250,11.71,1,0.33125,N,2
25.0,40000,RENT,9.0,PERSONAL,D,13250,10.99,1,0.33125,N,3
26.0,35000,RENT,5.0,VENTURE,C,13225,13.49,1,0.3778571428571428,Y,3
22.0,40000,RENT,6.0,PERSONAL,D,13225,16.77,1,0.33,Y,2
23.0,30996,OWN,2.0,VENTURE,B,5000,11.86,0,0.161311136920893,N,2
24.0,30996,OWN,4.0,EDUCATION,A,8000,7.51,0,0.2580978190734288,N,3
22.0,31500,RENT,5.0,EDUCATION,B,13200,11.71,1,0.42,N,4
23.0,44248,RENT,4.0,EDUCATION,A,13200,10.99,0,0.2983185680708732,N,2
25.0,46596,RENT,2.0,DEBTCONSOLIDATION,B,13200,12.53,0,0.28328611898017,N,4
24.0,60000,RENT,1.0,PERSONAL,A,13200,6.62,0,0.22,N,4
22.0,60000,RENT,0.0,PERSONAL,A,13200,8.49,0,0.22,N,3
26.0,31000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,7.9,1,0.4838709677419355,N,4
26.0,54000,RENT,0.0,PERSONAL,D,13200,14.91,1,0.2444444444444444,Y,2
22.0,62000,RENT,5.0,VENTURE,A,13200,10.99,0,0.2129032258064516,N,4
21.0,31000,MORTGAGE,5.0,PERSONAL,A,6000,7.51,0,0.1935483870967742,N,4
24.0,72000,RENT,3.0,HOMEIMPROVEMENT,A,13200,7.29,0,0.1833333333333333,N,3
23.0,75000,RENT,3.0,VENTURE,A,13200,6.17,0,0.176,N,4
25.0,76000,RENT,4.0,EDUCATION,C,13200,12.23,0,0.1736842105263158,N,4
25.0,31000,OWN,8.0,PERSONAL,A,12000,10.99,0,0.3870967741935484,N,3
21.0,31000,MORTGAGE,5.0,EDUCATION,A,7500,5.42,0,0.2419354838709677,N,4
26.0,80952,RENT,6.0,EDUCATION,D,13200,16.77,0,0.1630595908686629,N,4
24.0,71040,RENT,1.0,VENTURE,A,13100,7.49,0,0.1844031531531531,N,2
24.0,31000,MORTGAGE,8.0,EDUCATION,A,5000,5.42,0,0.1612903225806451,N,2
25.0,31000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5200,5.42,0,0.1677419354838709,N,4
25.0,31000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,6000,7.66,0,0.1935483870967742,N,2
24.0,135000,RENT,8.0,PERSONAL,A,13050,10.99,0,0.0966666666666666,N,3
21.0,24000,RENT,2.0,VENTURE,D,13000,15.7,1,0.5416666666666666,Y,3
24.0,31000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,5.42,0,0.2580645161290322,N,4
21.0,24000,RENT,5.0,DEBTCONSOLIDATION,C,13000,12.87,1,0.5416666666666666,N,2
24.0,31000,MORTGAGE,8.0,PERSONAL,D,9000,14.84,1,0.29,Y,4
25.0,31000,MORTGAGE,4.0,VENTURE,B,10000,10.38,0,0.3225806451612903,N,4
26.0,28000,RENT,10.0,MEDICAL,D,13000,16.29,1,0.4642857142857143,Y,3
25.0,28000,RENT,10.0,PERSONAL,A,13000,7.9,1,0.4642857142857143,N,3
26.0,28800,RENT,0.0,HOMEIMPROVEMENT,D,13000,14.46,1,0.4513888888888889,N,2
25.0,31000,MORTGAGE,2.0,PERSONAL,B,12250,11.36,1,0.3951612903225806,N,3
22.0,30000,RENT,2.0,VENTURE,C,13000,13.11,1,0.4333333333333333,Y,3
21.0,31200,RENT,0.0,EDUCATION,C,13000,13.11,1,0.4166666666666667,Y,2
26.0,33800,RENT,4.0,EDUCATION,C,13000,13.57,1,0.3846153846153846,N,4
26.0,34000,RENT,2.0,MEDICAL,B,13000,9.63,1,0.3823529411764705,N,2
25.0,35000,RENT,5.0,MEDICAL,C,13000,13.22,1,0.3714285714285714,N,2
24.0,36000,RENT,8.0,EDUCATION,D,13000,17.27,1,0.3611111111111111,N,4
22.0,31000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,5000,13.79,0,0.1612903225806451,N,4
24.0,36000,RENT,7.0,DEBTCONSOLIDATION,A,13000,7.29,1,0.3611111111111111,N,3
26.0,31000,MORTGAGE,5.0,EDUCATION,B,4000,10.33,0,0.13,N,2
22.0,31000,MORTGAGE,0.0,MEDICAL,C,3000,12.54,0,0.0967741935483871,N,3
23.0,30000,RENT,4.0,DEBTCONSOLIDATION,C,13000,13.57,1,0.4333333333333333,Y,2
22.0,36000,RENT,6.0,DEBTCONSOLIDATION,B,13000,11.14,1,0.3611111111111111,N,4
23.0,31000,MORTGAGE,6.0,EDUCATION,B,18500,10.99,0,0.5967741935483871,N,4
24.0,37000,RENT,3.0,EDUCATION,B,13000,10.25,1,0.3513513513513513,N,4
23.0,31164,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4500,6.62,0,0.144397381594147,N,2
23.0,38000,RENT,4.0,EDUCATION,D,13000,10.99,1,0.3421052631578947,N,4
23.0,38400,RENT,5.0,EDUCATION,B,13000,11.71,1,0.3385416666666667,N,3
25.0,38400,RENT,0.0,DEBTCONSOLIDATION,B,13000,10.74,1,0.3385416666666667,N,3
26.0,31200,MORTGAGE,6.0,PERSONAL,A,9250,7.9,0,0.296474358974359,N,2
22.0,39000,RENT,5.0,DEBTCONSOLIDATION,B,13000,11.83,1,0.3333333333333333,N,4
25.0,40000,RENT,9.0,PERSONAL,B,13000,10.99,1,0.325,N,3
24.0,40000,RENT,5.0,DEBTCONSOLIDATION,C,13000,14.26,1,0.325,N,3
25.0,31200,MORTGAGE,9.0,HOMEIMPROVEMENT,D,2400,17.58,1,0.0769230769230769,Y,4
21.0,40800,RENT,3.0,MEDICAL,C,13000,13.57,1,0.3186274509803921,Y,2
22.0,31200,MORTGAGE,3.0,VENTURE,B,3200,10.99,0,0.1025641025641025,N,2
26.0,36000,RENT,6.0,DEBTCONSOLIDATION,A,13000,5.99,1,0.3611111111111111,N,4
21.0,42000,RENT,5.0,EDUCATION,D,13000,15.31,1,0.31,N,3
22.0,43000,RENT,6.0,EDUCATION,C,13000,12.87,0,0.3023255813953488,Y,4
22.0,37200,RENT,0.0,VENTURE,E,13000,16.0,1,0.35,N,2
23.0,44000,RENT,1.0,EDUCATION,C,13000,13.47,0,0.2954545454545454,N,2
23.0,44100,RENT,8.0,MEDICAL,A,13000,8.9,0,0.2947845804988662,N,4
24.0,39000,RENT,4.0,EDUCATION,B,13000,10.75,1,0.3333333333333333,N,4
23.0,31200,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7550,9.99,0,0.2419871794871795,N,4
24.0,46000,RENT,8.0,PERSONAL,B,13000,10.99,0,0.2826086956521739,N,3
25.0,31200,MORTGAGE,3.0,MEDICAL,A,11200,5.42,0,0.358974358974359,N,2
24.0,46540,RENT,5.0,VENTURE,D,13000,10.99,0,0.28,Y,2
25.0,31200,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.1923076923076923,N,4
22.0,48000,RENT,1.0,MEDICAL,B,13000,9.99,0,0.27,N,2
22.0,31200,MORTGAGE,4.0,MEDICAL,A,2000,7.29,0,0.0641025641025641,N,3
26.0,48000,RENT,0.0,DEBTCONSOLIDATION,B,13000,11.26,0,0.27,N,3
23.0,49000,RENT,0.0,PERSONAL,A,13000,6.17,0,0.2653061224489796,N,4
23.0,44000,RENT,7.0,DEBTCONSOLIDATION,D,13000,16.29,1,0.2954545454545454,N,3
22.0,20640,RENT,0.0,EDUCATION,C,2500,12.68,0,0.1211240310077519,N,3
26.0,31200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8400,7.51,0,0.27,N,3
25.0,21600,RENT,4.0,EDUCATION,A,2500,5.99,0,0.1157407407407407,N,3
22.0,21996,RENT,0.0,MEDICAL,B,2500,11.89,0,0.1136570285506455,N,2
21.0,22000,RENT,4.0,DEBTCONSOLIDATION,A,2500,7.14,0,0.1136363636363636,N,4
22.0,31200,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1050,7.51,1,0.0336538461538461,N,4
23.0,22000,RENT,0.0,VENTURE,A,2500,7.51,0,0.1136363636363636,N,2
24.0,22000,RENT,0.0,DEBTCONSOLIDATION,B,2500,9.76,0,0.1136363636363636,N,2
21.0,22200,RENT,2.0,PERSONAL,D,2500,16.29,1,0.1126126126126126,N,4
26.0,22406,RENT,5.0,PERSONAL,A,2500,6.76,1,0.1115772560921181,N,4
23.0,24000,RENT,0.0,EDUCATION,B,2500,11.71,0,0.1041666666666666,N,2
21.0,31200,MORTGAGE,2.0,EDUCATION,D,1000,14.59,0,0.032051282051282,N,2
24.0,24000,RENT,1.0,MEDICAL,B,2500,10.74,0,0.1041666666666666,N,3
25.0,31200,MORTGAGE,0.0,EDUCATION,E,4750,10.99,1,0.1522435897435897,N,2
24.0,31200,OWN,8.0,PERSONAL,B,10000,12.18,0,0.32,N,2
22.0,31200,MORTGAGE,6.0,VENTURE,A,3500,7.74,0,0.1121794871794871,N,2
22.0,24960,RENT,0.0,VENTURE,A,2500,7.51,0,0.1,N,2
24.0,31200,MORTGAGE,2.0,EDUCATION,C,6700,14.26,0,0.2147435897435897,Y,2
25.0,24996,RENT,8.0,VENTURE,C,2500,12.98,0,0.1,N,4
22.0,24996,RENT,0.0,MEDICAL,B,2500,10.99,1,0.1,N,3
23.0,25000,RENT,0.0,PERSONAL,A,2500,6.91,0,0.1,N,2
24.0,25000,RENT,5.0,MEDICAL,C,2500,13.48,0,0.1,Y,4
22.0,25000,RENT,0.0,DEBTCONSOLIDATION,B,2500,11.14,0,0.1,N,3
22.0,31215,OWN,4.0,EDUCATION,B,14000,9.91,0,0.4485023226013134,N,3
26.0,31303,MORTGAGE,7.0,MEDICAL,A,12000,10.99,0,0.3833498386736095,N,2
22.0,31356,MORTGAGE,6.0,DEBTCONSOLIDATION,D,11225,10.99,1,0.3579857124633244,Y,2
25.0,26400,RENT,4.0,EDUCATION,B,2500,10.62,0,0.0946969696969697,N,2
21.0,26940,RENT,1.0,EDUCATION,A,2500,5.42,0,0.0927988121752041,N,4
26.0,27000,RENT,0.0,EDUCATION,C,2500,13.61,0,0.0925925925925925,N,4
25.0,27024,RENT,7.0,EDUCATION,E,2500,16.69,0,0.0925103611604499,N,2
25.0,31500,MORTGAGE,4.0,EDUCATION,A,8250,7.51,0,0.2619047619047619,N,4
26.0,27200,RENT,4.0,DEBTCONSOLIDATION,C,2500,13.49,0,0.0919117647058823,N,4
22.0,31500,MORTGAGE,2.0,VENTURE,A,14000,8.9,0,0.4444444444444444,N,3
22.0,31500,OWN,4.0,VENTURE,A,8000,6.03,0,0.2539682539682539,N,2
21.0,28200,RENT,2.0,DEBTCONSOLIDATION,D,2500,16.77,1,0.0886524822695035,Y,2
24.0,28500,RENT,3.0,DEBTCONSOLIDATION,B,2500,11.36,0,0.087719298245614,N,4
24.0,29000,RENT,4.0,PERSONAL,B,2500,10.99,0,0.0862068965517241,N,3
25.0,29000,RENT,2.0,VENTURE,C,2500,12.84,1,0.0862068965517241,N,3
23.0,30000,RENT,7.0,MEDICAL,B,2500,9.88,0,0.0833333333333333,N,2
22.0,31500,MORTGAGE,3.0,VENTURE,B,4500,9.88,0,0.1428571428571428,N,2
24.0,31000,RENT,1.0,EDUCATION,D,2500,14.54,1,0.08,Y,3
26.0,31200,RENT,4.0,VENTURE,B,2500,10.37,0,0.08,N,3
21.0,31544,MORTGAGE,4.0,MEDICAL,A,2200,7.9,0,0.07,N,2
23.0,31577,OWN,6.0,EDUCATION,A,2500,6.92,0,0.08,N,4
21.0,32000,RENT,1.0,VENTURE,A,2500,7.4,0,0.078125,N,3
25.0,33000,RENT,6.0,DEBTCONSOLIDATION,B,2500,10.59,0,0.0757575757575757,N,2
23.0,33448,RENT,2.0,EDUCATION,C,2500,11.66,0,0.0747428844773977,Y,2
23.0,33500,RENT,2.0,EDUCATION,E,2500,15.68,1,0.0746268656716417,Y,4
21.0,34368,RENT,0.0,DEBTCONSOLIDATION,C,2500,12.87,0,0.07274208566108,Y,2
21.0,31776,MORTGAGE,5.0,VENTURE,A,6000,8.9,0,0.188821752265861,N,3
23.0,34800,RENT,7.0,EDUCATION,A,2500,6.39,0,0.0718390804597701,N,2
26.0,35000,RENT,2.0,MEDICAL,A,2500,8.9,0,0.0714285714285714,N,3
23.0,35000,RENT,0.0,DEBTCONSOLIDATION,A,2500,7.51,0,0.0714285714285714,N,2
24.0,29000,RENT,2.0,MEDICAL,D,2500,10.99,1,0.0862068965517241,N,4
22.0,30000,RENT,2.0,EDUCATION,A,2500,8.49,1,0.0833333333333333,N,2
21.0,30000,RENT,3.0,DEBTCONSOLIDATION,A,2500,7.14,1,0.0833333333333333,N,4
22.0,30000,RENT,0.0,EDUCATION,C,2500,13.16,1,0.0833333333333333,Y,4
25.0,31920,MORTGAGE,8.0,MEDICAL,C,4500,10.99,0,0.14,Y,2
26.0,37000,RENT,2.0,VENTURE,A,2500,7.14,0,0.0675675675675675,N,3
26.0,37225,RENT,4.0,PERSONAL,C,2500,10.99,0,0.0671591672263264,N,3
26.0,31992,OTHER,0.0,VENTURE,A,6500,10.99,0,0.2031757939484871,N,4
25.0,32000,RENT,1.0,MEDICAL,E,2500,16.45,1,0.078125,Y,2
25.0,38060,RENT,9.0,DEBTCONSOLIDATION,B,2500,12.53,0,0.0656857593273778,N,2
23.0,39200,RENT,1.0,EDUCATION,A,2500,7.74,0,0.0637755102040816,N,3
23.0,32000,MORTGAGE,7.0,EDUCATION,B,10000,11.71,0,0.3125,N,2
24.0,40000,RENT,6.0,PERSONAL,C,2500,15.27,0,0.0625,N,3
25.0,40000,RENT,3.0,MEDICAL,B,2500,9.99,0,0.0625,N,3
23.0,40000,RENT,0.0,DEBTCONSOLIDATION,B,2500,10.99,0,0.0625,N,2
25.0,32000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5600,7.9,0,0.175,N,3
22.0,34000,RENT,2.0,HOMEIMPROVEMENT,C,2500,13.57,1,0.0735294117647058,Y,3
22.0,35500,RENT,6.0,MEDICAL,D,2500,15.62,1,0.07,N,2
24.0,36000,RENT,2.0,HOMEIMPROVEMENT,D,2500,16.77,1,0.07,N,3
21.0,42000,RENT,5.0,MEDICAL,B,2500,9.99,0,0.06,N,2
22.0,32000,MORTGAGE,0.0,EDUCATION,A,1700,7.9,0,0.053125,N,4
23.0,42000,RENT,0.0,EDUCATION,B,2500,11.49,0,0.06,N,2
23.0,42000,RENT,4.0,EDUCATION,C,2500,13.61,0,0.06,N,4
22.0,42000,RENT,0.0,VENTURE,C,2500,13.92,0,0.06,Y,3
25.0,36228,RENT,4.0,MEDICAL,A,2500,7.66,1,0.07,N,2
21.0,32000,MORTGAGE,4.0,PERSONAL,B,2500,11.71,1,0.078125,N,3
21.0,42500,RENT,0.0,DEBTCONSOLIDATION,B,2500,10.99,0,0.0588235294117647,N,2
26.0,43000,RENT,3.0,EDUCATION,C,2500,13.49,0,0.0581395348837209,N,2
22.0,37000,RENT,2.0,HOMEIMPROVEMENT,D,2500,17.49,1,0.0675675675675675,N,3
25.0,45000,RENT,5.0,MEDICAL,B,2500,12.69,0,0.0555555555555555,N,4
21.0,32000,MORTGAGE,4.0,MEDICAL,A,8000,5.99,0,0.25,N,3
24.0,32000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.1875,N,4
23.0,32000,MORTGAGE,4.0,EDUCATION,A,2000,5.99,0,0.0625,N,2
22.0,45000,RENT,5.0,MEDICAL,C,2500,14.35,0,0.0555555555555555,Y,2
26.0,46000,RENT,10.0,DEBTCONSOLIDATION,A,2500,8.49,0,0.0543478260869565,N,4
26.0,46500,RENT,1.0,DEBTCONSOLIDATION,C,2500,14.72,0,0.053763440860215,Y,3
26.0,47004,RENT,9.0,MEDICAL,D,2500,15.65,0,0.0531869628116756,Y,3
22.0,32000,MORTGAGE,3.0,EDUCATION,A,6000,8.49,0,0.1875,N,2
24.0,48000,RENT,4.0,EDUCATION,C,2500,13.35,0,0.0520833333333333,N,4
22.0,49500,RENT,7.0,MEDICAL,C,2500,14.27,0,0.05,Y,2
26.0,32000,MORTGAGE,4.0,EDUCATION,A,4900,5.99,0,0.153125,N,3
22.0,45630,RENT,0.0,EDUCATION,E,2500,18.64,1,0.0547885163269778,N,2
23.0,51873,RENT,2.0,VENTURE,A,2500,10.99,0,0.048194629190523,N,3
22.0,32000,MORTGAGE,4.0,EDUCATION,A,11050,7.49,0,0.3453125,N,2
26.0,52000,RENT,6.0,DEBTCONSOLIDATION,C,2500,14.82,0,0.048076923076923,Y,2
24.0,46180,RENT,1.0,VENTURE,C,2500,13.98,1,0.0541359896058899,Y,3
25.0,54000,RENT,4.0,PERSONAL,C,2500,13.98,0,0.0462962962962962,N,2
23.0,54000,RENT,7.0,EDUCATION,D,2500,16.32,0,0.0462962962962962,Y,2
25.0,32000,MORTGAGE,3.0,PERSONAL,B,15000,11.11,0,0.46875,N,4
22.0,54996,RENT,6.0,DEBTCONSOLIDATION,C,2500,14.35,0,0.0454578514801076,Y,4
26.0,48996,RENT,8.0,DEBTCONSOLIDATION,D,2500,14.59,1,0.051024573434566,N,2
25.0,55000,RENT,4.0,PERSONAL,A,2500,7.88,0,0.0454545454545454,N,2
22.0,55000,RENT,5.0,EDUCATION,B,2500,10.99,0,0.0454545454545454,N,4
23.0,49000,RENT,1.0,DEBTCONSOLIDATION,F,2500,10.99,1,0.0510204081632653,N,2
24.0,57600,RENT,8.0,EDUCATION,C,2500,14.72,0,0.0434027777777777,Y,3
25.0,32000,MORTGAGE,7.0,PERSONAL,B,3250,10.74,1,0.1015625,N,2
23.0,59000,RENT,7.0,PERSONAL,D,2500,14.96,0,0.0423728813559322,N,2
22.0,60000,RENT,5.0,DEBTCONSOLIDATION,C,2500,10.99,0,0.0416666666666666,Y,4
25.0,60000,RENT,9.0,PERSONAL,A,2500,8.63,0,0.0416666666666666,N,3
23.0,61000,RENT,3.0,DEBTCONSOLIDATION,A,2500,7.49,0,0.04,N,3
26.0,32000,MORTGAGE,7.0,VENTURE,C,4800,12.61,0,0.15,Y,3
25.0,32000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6250,11.49,0,0.1953125,N,3
23.0,63000,RENT,7.0,EDUCATION,C,2500,14.72,0,0.04,N,2
26.0,64000,RENT,3.0,MEDICAL,B,2500,10.99,0,0.04,N,3
25.0,65004,RENT,10.0,MEDICAL,B,2500,10.08,0,0.0384591717432773,N,2
24.0,69996,RENT,3.0,DEBTCONSOLIDATION,B,2500,12.53,0,0.0357163266472369,N,3
24.0,32000,MORTGAGE,4.0,VENTURE,B,3000,10.75,0,0.09375,N,4
22.0,54400,RENT,6.0,MEDICAL,D,2500,16.49,1,0.0459558823529411,Y,3
24.0,32000,MORTGAGE,7.0,VENTURE,A,4500,6.76,0,0.14,N,2
24.0,64000,RENT,4.0,HOMEIMPROVEMENT,B,2500,11.14,1,0.04,N,3
24.0,70082,RENT,5.0,VENTURE,C,2500,12.61,0,0.0356724979309951,N,4
24.0,79800,RENT,8.0,HOMEIMPROVEMENT,B,2500,9.62,0,0.031328320802005,N,2
26.0,82400,RENT,10.0,VENTURE,C,2500,13.92,0,0.03,N,3
26.0,85000,RENT,1.0,EDUCATION,A,2500,8.59,0,0.03,N,2
23.0,92500,RENT,6.0,VENTURE,B,2500,10.74,0,0.027027027027027,N,3
24.0,32000,MORTGAGE,6.0,EDUCATION,A,12250,8.94,0,0.3828125,N,4
23.0,112995,RENT,7.0,VENTURE,A,2500,7.37,0,0.0221248727819815,N,3
26.0,121000,RENT,2.0,EDUCATION,A,2500,7.66,0,0.02,N,4
26.0,140250,RENT,7.0,MEDICAL,C,2500,13.61,0,0.0124997500049999,Y,2
23.0,10560,RENT,0.0,DEBTCONSOLIDATION,B,2800,9.99,1,0.2651515151515151,N,4
23.0,13000,RENT,3.0,PERSONAL,D,2800,15.21,1,0.2153846153846154,Y,2
25.0,13380,RENT,0.0,PERSONAL,D,2800,14.61,1,0.21,Y,2
22.0,14400,RENT,5.0,VENTURE,A,2800,6.54,1,0.1944444444444444,N,3
22.0,32000,MORTGAGE,0.0,VENTURE,A,6950,7.74,0,0.2171875,N,3
21.0,14800,RENT,5.0,DEBTCONSOLIDATION,A,2800,8.0,1,0.19,N,3
26.0,15000,RENT,1.0,EDUCATION,D,2800,15.31,1,0.1866666666666666,Y,4
23.0,32000,MORTGAGE,4.0,VENTURE,A,1200,7.68,0,0.0375,N,4
21.0,15600,RENT,0.0,MEDICAL,A,2800,7.4,1,0.18,N,4
23.0,32000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,15000,11.58,0,0.46875,N,4
25.0,20800,RENT,0.0,HOMEIMPROVEMENT,D,2800,15.21,1,0.1346153846153846,Y,4
21.0,32000,OWN,3.0,PERSONAL,E,4500,16.0,0,0.14,N,4
24.0,21168,RENT,3.0,VENTURE,C,2800,14.22,0,0.1322751322751322,Y,4
22.0,23000,RENT,1.0,MEDICAL,F,2800,21.74,1,0.1217391304347826,N,4
23.0,23760,RENT,2.0,DEBTCONSOLIDATION,B,2800,10.99,0,0.1178451178451178,N,2
23.0,24000,RENT,2.0,MEDICAL,B,2800,11.49,1,0.1166666666666666,N,4
25.0,32000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,8000,13.16,0,0.25,N,2
21.0,32000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4200,11.58,0,0.13125,N,2
25.0,32000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,2500,7.68,1,0.078125,N,3
22.0,32000,MORTGAGE,2.0,MEDICAL,C,7500,10.99,0,0.234375,Y,3
23.0,26500,RENT,1.0,EDUCATION,C,2800,12.29,0,0.1056603773584905,N,3
22.0,27000,RENT,3.0,MEDICAL,A,2800,7.51,1,0.1037037037037037,N,3
22.0,32000,OWN,1.0,MEDICAL,B,1200,9.96,0,0.0375,N,2
23.0,32000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,2500,12.8,1,0.078125,Y,3
23.0,28800,RENT,5.0,PERSONAL,B,2800,10.38,0,0.0972222222222222,N,2
22.0,29376,RENT,1.0,EDUCATION,A,2800,7.43,0,0.0953159041394335,N,4
26.0,30000,RENT,4.0,VENTURE,C,2800,14.65,0,0.0933333333333333,Y,3
22.0,19200,RENT,3.0,MEDICAL,C,2850,15.27,0,0.1484375,Y,4
25.0,32004,MORTGAGE,4.0,MEDICAL,A,7200,5.42,0,0.2249718785151856,N,4
25.0,32004,MORTGAGE,3.0,PERSONAL,A,22750,6.17,0,0.71,N,4
24.0,45000,RENT,3.0,MEDICAL,D,2850,11.86,0,0.0633333333333333,N,2
23.0,32004,OWN,0.0,EDUCATION,E,9250,17.19,0,0.29,N,4
22.0,90000,RENT,5.0,VENTURE,A,2850,5.99,0,0.0316666666666666,N,3
23.0,28000,RENT,2.0,VENTURE,C,2875,15.23,0,0.1026785714285714,Y,3
25.0,36800,RENT,1.0,MEDICAL,C,2875,11.28,0,0.078125,Y,4
22.0,32004,MORTGAGE,6.0,EDUCATION,A,10000,7.51,0,0.3124609423822022,N,2
26.0,66000,RENT,0.0,DEBTCONSOLIDATION,A,2875,7.49,0,0.043560606060606,N,2
24.0,32004,MORTGAGE,5.0,VENTURE,C,14000,12.73,0,0.4374453193350831,N,4
21.0,19000,RENT,0.0,PERSONAL,A,2900,8.0,0,0.1526315789473684,N,2
